title	ppns
Geallieerde Persdienst	269426213
Gedachten	320313182
Geestelĳke vruchten eener satanische overweldiging	269427104
Geldersche historische courant	830770232
Generaliteits-courant	832401358
Geoctrojeerde Groninger courant	832401412
Geprivilegeerde Surinaamsche courant	158734289
Gereformeerd gezinsblad / hoofdred. P. Jongeling	822630966
Germanische Leithefte / SS	44383657
Gesprekken met Nederlanders	277349303
Geïllustreerd Vrĳ Nederland	269427368
Glueck auf! : orgaan voor vrĳheidsstrĳders in Zuid- Limburg	269429069
God-Nederland-Oranje	269429255
Goeden morgen hier is de Zender Herrĳzend Nederland	269475699
Goedkoope Vlaardingsche courant	47906626
Gooise post : de stem van de Gooise activisten van het O.L. van 'Vrĳ Nederland'	269476822
Goudasche courant	832401471
Groninger courant	832916455;424119978;852886756
"Groninger dagblad : ochtendblad voor de Noordelĳke provinciën : officieel 
orgaan van de Gemeente Groningen"	832923559
Groot Nederland : letterkundig maandschrift voor den Nederlandschen stam	840119283
Haagsch maandblad / onder leiding van C. Easton en S.F. van Oss	83168531X
Haagsche courant	832402826;832923869;424119838
Haagsche post : een Hollands weekblad / onder leiding van S.F. van Oss	832410187
Haarlem's dagblad	832410314
"Haarlemsche courant : dit nummer verschĳnt buiten verantwoordelĳkheid van 
Mees, Peereboom en Derks"	852112874
Haarlemsche courant : nieuwsblad voor Noord- Holland	844105627
Haarlemsche post	269477225
Haarlemse Courant	844102946
Haeghsche post-tydingen	865039798
Haegse post-tydinge	865039577
Haerlemse courante	36517461
Hallo! hallo! hier is de flitspuit	269487778
Hamer : uitgave voor de Volksche Werkgemeenschap	831707186
Headlines of the B.B.C. news	269500367
Heldersche post	44775571
Helmonsche Courant	843283017
Herrĳzend Nederland	269502025
Het Amsterdamsch handels- en effectenblad	861229975
Het Baken	277170508
Het Binnenhof	832368695
Het Bloemendaalse weekblad : uitgave van Herrĳzend Bloemendaal	268962626
Het Compas	269061746
Het Contra signaal : sol iustitiae, illustra nos!	269069879
Het Front	269285210
Het Gastmaal : orgaan voor ondergedoken en gedeporteerde studenten	269425195
Het Getĳ : veertiendaags orgaan der socialistische jeugdbeweging	269427546
Het Heeuwpie	26948700X
Het Invallertje	269521399
Het Journaal	269525459
Het Juiste nieuws	26952553X
Het Kleine ochtendblad	26971619X
Het Laatste loodje	270077472
Het Laatste nieuws	270078347;270078568;270078738;270078770;270086099;270086234;270086471;27008682X;270088156
Het Laatste nieuws : Luctor et emergo - Je Maintiendrai	270088229
Het Laatste nieuws ; uitgave De Vrĳheid	270088393
Het Laatste nieuws in het kort	270088350
Het Logboek	270099387
Het Mangaannieuws	270117199
Het Mispunt	270124993
Het Nieuwe Europa : periodiek voor buitenlandse politiek	270432183
Het Nieuwe rĳk : uitgegeven door de Kroniek van de week en De Bevrĳding	270433309
Het Nieuws	270434089;270508635;270508759;270509003
Het Nieuws : er is slechts één nieuwe orde, de orde van het verzet	270508945
"Het Nieuws : uitgegeven door de Kroniek van de week: 'vriheyt en is om gheen 
gelt te coop' en De Schakel: 'den vaderlant ghetrouwe blĳf ick tot in den doot'"	270433651
Het Nieuws van de maand in vogelvlucht	270512837
Het Nieuws van de week	270514066
Het Nieuws van den dag : uitgegeven door de Kroniek van de Week	270510664
"Het Nieuws van den dag : voor koningin en vaderland; voor waarheid, vrĳheid en 
recht"	270511733
Het Nieuwsblad	270515283
Het Nieuwsbureau	271347813
Het Ochtendnieuws	271349999
Het Oosten : Hollandsch nieuwsblad voor algemeen belang	331835053
Het Oranjeblad	271453656
Het Parool	271481684;271482397;412869543
Het Parool : editie voor oostelĳk Utrecht	27148232X
Het Parool : nieuwsbulletin	271483164
Het Parool : speciaal bulletin	27148280X
Het Parool : speciaal bulletin voor Groningen, Friesland en Drente	271482664
"Het Parool : speciaal bulletin voor Leidens omgeving over gebeurtenissen in 
Nederland"	271482737
Het Parool : speciaal nieuwsbulletin voor 's- Gravenhage en omstreken	271482478
Het Parool-bulletin : voor Alkmaar en omgeving verzorgd door ROBU	271481536
Het Partizaantje	271466146
Het Piegertje	271465964
Het Richtsnoer voor de bevrĳding	319007685
Het Vaderland : blad voor de Nederlands(ch)e arbeiders in Duitsland	272576379
Het Vaderland getrouwe : strĳdblad voor de strĳders der Nieuwe Gemeenschap	272576824
Het Vloeitje	272582964
Het Vluchtelingetje	272583146
Het Vod	272583235
"Het Vrĳe geluid : voorwaarts Vaderland, riemen om de kin, met God door bloed 
en tranen een schoner toekomst in"	274547740
Het Ware nieuws	277173957
Het Ware nieuws : voor waarheid en recht	275898970
Het Zondagsblad : van de vrĳe pen	275897923
Het Zwarte oor	319006158
Het avondnieuws	268599904
Het baken	268796416;268796580
Het belangrĳkste nieuws	268956111
Het bulletin	269055266
Het centrum : dagblad voor Utrecht en Nederland	832369047
Het dagblad	47567368
Het dagblad : uitgave van de Nederlandsche Dagbladpers te Batavia	844151203
Het dagblad : vincit amor patriae	832369756
Het dagblad voor Ĳmuiden - Velsen - Beverwĳk - Driehuis - Santpoort	37338145
Het dagelĳks nieuws	831226366
"Het financieele dagblad : waarin opgenomen het Amsterdamsch effectenblad en 
de Dagelĳksche beurscourant"	831675624
Het gaat goed, landgenooten ; alles sal reg kom!	269503021
Het gele blaadje	269427481
Het huisgezin	850646189
Het invasie-nieuws	269521674
Het joodsche weekblad : uitgave van den Joodschen Raad voor Amsterdam	831715472
"Het katholieke volk : orgaan van de Roomsch-Katholieke Werklieden 
Organisaties in Nederland"	841700184
Het kompas	269717536
Het kompas / uitg. van het Marxistisch Jeugd Comité	852197195
Het laatste nieuws	277172535;320312992
Het morgennieuws	270126643
Het nationale dagblad : voor het Nederlandsche volk	832461288
Het nieuwe volk	831966580
Het nieuws	46994858;48803367
Het nieuws : algemeen dagblad	852664494;42411996X
Het nieuws van den dag	83249562X
Het nieuws van den dag : kleine courant	83249562X
Het nieuws van den dag voor Nederlandsch-Indië	45114242
Het nieuwsblad voor Nederland	48229636
Het nieuwsblad voor Sumatra	45114579
Het nieuwsbulletin	270765557
Het oorlogsnieuws van gisteren en hedenmorgen	51485877
Het parool	853386080
Het parool : -vrij, onverveerd-	832519847
Het parool : bulletin	86373006X
"Het parool : driemaal wekelĳks verschĳnend bulletin voor Rotterdam en 
omgeving"	44180802
Het parool : extra editie voor Rotterdam en omstreken	860123014
Het parool : speciaal Leidsch bulletin [nieuwsblad]	48135690
Het parool : speciaal bulletin	832519995
Het parool : speciaal bulletin voor Leiden's omgeving	48135631
Het parool : vrĳ onverveerd	46096868;860124487
Het parool : vrĳ onverveerd : nieuwsbulletin	863729940
Het rechtsfront	853377553
Het signaal / orgaan voor personeel in overheidsdienst	116512830
Het strĳdtoneel	04731964X
Het vaderland	42411979X;844288225
Het vaderland : staat- en letterkundig nieuwsblad	832689858
Het verbondsblad	852521456;840760922
Het vliegend blad van Amsterdam	424119730
Het volk	850322367
Het volk : dagblad voor de arbeiderspartĳ	83308013X;850161290
Het volk : socialistisch dagblad	850280184
Het volksblad	860323366
Het volksdagblad	83269763X
Het volksdagblad : dagblad voor Nederland	832234311
Het vrĳe geluid : -al is de leugen nog zo snel, de waarheid achterhaalt haar wel...-	36446939
Het vrĳe volk	274776472
Het vrĳe volk : democratisch-socialistisch dagblad	832737143
Het vrĳe volk : sociaal-democratisch orgaan	274776588;274776650
Het vrĳe woord	274777916
"Het wekkersein : propagandablad voor de Eenheidsvakbewegingsgedachte 
onder  het spoorwegpersoneel"	319007014
Het zaterdagavondblad	47230916
Hier is Londen	46374485;04876826X;269503412
Hier is Londen : berichten van Geallieerde zĳde	277351561
Hier is de B.B.C.	269503099
Hilversum III	45315701
Historisch dagblad van Zeeland / onder red. van S. Dassevael	830788166
Hof courant	832410799
Holland-nieuws	269504028
Hollandgruppe Freies Deutschland	269503684
Hollandsche courant	832411019
Hollandsche historische courant	832411191
Hooren, zien en zwĳgen	269504931
Hoornsche courant	852198787
Hoornsche courant en arrondissements-blad	832978515
Hoort, zegt het voort	852683553
Houdt stand : dagblad voor Zuid-Holland	44103751
Houdt-moed : alles gaat voorbĳ, ook dit	269517685
I.B. : 'dispereert niet'	269517944
Ick waeck : orgaan van de vrĳe pers	48970808
Ick waeck : waarin opgenomen Het vrĳe woord	44105509
Ik zal handhaven	269519823
In de Siegfriedlinie	319005704
In den storm	269520600
In het houten paard v. Troje	319008665
Indische courant voor Nederland	850831911
Internationale informatie-bladen	853913587
Invasie-nieuws	269521763
Invasienummer	320312747
Java government gazette	843144343
Java-bode : nieuws, handels- en advertentieblad voor Nederlandsch-Indie	44862563
Javasche courant	843143983;424119897
Je maintiendrai	269527362;269527508;269527575;26952780X;269528229;269528644;269529241;269529292;863199178
Je maintiendrai : Nederland en Oranje	863299806
Je maintiendrai : berichtenblad	269528318;269529179;863197701
Je maintiendrai : berichtenblad voor Noord-Holland	269708146
Je maintiendrai : uitgave voor Groningen en omgeving	46354387
Je maintiendrai : verkorte editie voor Noord-Holland	269708545
Je maintiendrai : verkorte uitgave voor Rotterdam en omstreken	269708634
Jeugd : uitgave van De waarheid	861534492
"Jeugdland : halfmaandelĳksch contactblad voor alle Nederlandsche jongeren en 
leiders van jeugdorganisaties"	269525203
Jong Nederland	26952536X
Journal d'Amsterdam	83241168X
Journal de La Haye	832978981;424119854
Journal de la province de Limbourg	832979902
Journal du departement des bouches de la meuse	832978825
Journal du département de la Frise = Dagblad van het departement Vriesland	841533156
"Journal du département des bouches de l'Escaut = Dagblad van het departement 
van de Schelde"	843375981
Journal du département des bouches du Rhin	841531285
Journal historique	833131834
Kaleidoscoop	269711309
Katholiek Kompas	244816182
Katinpers	269712283
"Keesings historisch archief : geïllustreerd dagboek van het hedendaagsch 
wereldgebeuren met voortdurend bijgewerkten alphabetischen index"	810798859
Klaroen der bevrĳding	269715169
Klein journaal	269715916
Klein maar dapper	841702470
Kleine krant van ons volk : -den vaderlant ghetrouwe-	84338431X
Koloniaal nieuwsblad	45075069
Koninglyke staats-courant	832988693
Koninklĳke courant	832988790
Kort nieuws	26971782X
Kristal-bulletin	269718834
Kroniek van de maand	26990641X
Kroniek van de week : Trouw-bulletin	269908838
Kroniek van de week : vriheyt en is om gheen gelt te coop	39729230;04674083X;852762186
Kroniek van de week ; in samenwerking met De Bevrĳding	269907122
Kroniek van de week ; vriheyt en is om gheen gelt te coop	46809988;269906738;269907394;269907475;269907610;269907734;269908021
"Kroniek van de week ; vriheyt en is om gheen gelt te coop met medewerking 
van Het Parool"	269906673
Kwiekerdekwiek	269909427
L'éclaireur : journal politique, commercial et littéraire de Maestricht	832387622
L'éclaireur politique : journal de la province du Limbourg	832387681
L.B.D.	319008401
La gazette d'Amsterdam	865040389
La gazette de Hollande	84177773X
Lamprophiza splendidula	270090150
Land en volk	844276359
Landbouw-courant	843276843
"Landhuishoudelijke courant : weekblad voor den Nederlandschen
akkerbouwer,veehouder, houtteler, boomkweker, warmoezier en grondeigenaar"	83108555X
Leeuwarder Courant	424119862
Leeuwarder courant	832989185;852115210
Leeuwarder courant : hoofdblad van Friesland	865061483
Leeuwarder koerier	843381000
Leeuwarder nieuwsblad : goedkoop advertentieblad	832451843
Leidsch dagblad	832452025
Let op uw saeck	270090487
Leydse courant	83245222X;84377164X;84377455X;84377164X
Libertas	270090789
Libertas : de stem van strĳdend Nederland	270090762
Libertas : maandschrift voor het koninkrĳk der Nederlanden	04509330X
Lichtflits	270091238
Lichting : litterair maandblad van de jongeren	45094225
Lichtstralen	270097201
Limburger koerier : provinciaal dagblad	832453390;424119749
Limburgsch dagblad	83245351X;424119757
Londen door het kristal	270101810
Losse opmerkingen van een vrĳe Nederlander	270102701
Luctor et emergam	270102825
Luctor et emergo	270103295;270103600;270103635
Luctor et emergo : ik duik onder en kom weer boven	270102922
Luctor et emergo : voor vrĳheid, waarheid en recht	270103384
M.L.L.-bulletin van het Marx-Lenin-Luxemburgfront	860484262
Maandagochtendblad ons volk	861065336
"Maandschrift van het Centraal Bureau voor de Statistiek = Revue mensuelle du 
Bureau Central de Statistique du Royaume des Pays-Bas"	840297610
"Maecenas / communicatiemiddel onder red. van Peter de Raedt ; letterkundig 
adviseur: Robert Damman"	861294092
Makassaarsch handels-blad	44876157
Makassaarsch handelsblad	146911970
Markt en aankondigingsberichten	35648940X
Mededeelingen	270119868;319013642
Mededeelingen van het Comité voor Vrĳ Nederland	270120475
Mededeelingen van het Nederlandsch Correspondentiebureau	270120920
Mededeelingenblad van de Nieuwe Apeldoornsche courant	862875838
Mededeelingenblad voor Tilburg	279901119
Mededeling	44085575
Mededelingen en nieuwsberichten	27012294X
Mededelingen van 'De vaderlander'	270123288
Mededelingen van De Patriot	270123105
Memoires qui doivent servir à la composition de la Gazette d'Amsterdam	303439858
Men fluistert	270123571
Metro	44902697
Middageditie	270123970
Middagpost	27012411X
Middelburgsche courant	832996645;852121741
Militair overzicht	270124780
Militair weekoverzicht	270124934
Mitteilungsblatt der Interessengemeinschaft Anti- Faschistischer Deutscher	270125302
Moed en vertrouwen	36346594
Moniteur d'Amsterdam = Moniteur van Amsterdam	852409923
Mooi Limburg : de Limburgsche illustratie	843515600
Morgen gaat het beter	270126082
Morgen-bulletin	270126414
N.B.S. : voor vaderland en vorstenhuis	270426949
NRC Handelsblad	832460699
NVS (Neerland's vrĳheidsstrĳd)	853222509
Naar de overwinning	270425675
Nachrichten fuer die Truppen	270425780
"Nationaale Bataafsche donderdagse courant : toegewijd aan waarheid en 
gezond verstand"	832460818
"Nationaale Bataafsche vrijdagse courant : toegewijd aan waarheid en gezond 
verstand"	853347972
Nationaale courant	44929439
"Nationale lachblad : onafhankelĳke zĳtoeng voor die Niederlanden, waarin 
opgenomen: Dat Rĳk, Aangreep en Volk und Vaterland"	270426442
Nederland	319008274
Nederland : algemeen volksblad	832468266
Nederland en Oranje	270428070;270428135;277372283
Nederland herrĳst : 't laatste nieuws	270427171
Nederland herrĳst : fighting-spirit	27042699X
Nederland ontwaakt : leven is strĳden	270427473
Nederland strĳdt door!	270428690
Nederland vecht : te land, ter zee en in de lucht	190903937
Nederland vrĳ!	270428925
Nederland zal herrĳzen	270428984;270429077
Nederlanders	270430636
Nederlands dagblad : gereformeerd gezinsblad / hoofdred. P. Jongeling ... [et al.]	810209039
Nederlandsch Indië : staat en letterkundig nieuwsblad	841474427
Nederlandsch dagblad : orgaan van het Nationaal Front	831948701
"Nederlandsch landbouw weekblad : officieël orgaan van het Nederlandsch 
Landbouwcomité en de tot het Comité toegetreden Maatschappijen"	844260258
Nederlandsch nieuws : uitgave van het Oranje- bulletin voor Delft en omstreken	853151318
Nederlandsch-Indisch handelsblad	45103798
Nederlandsche courant	832468959
Nederlandsche staatscourant	830850090
Nemo's nieuws : laatste berichten	31900824X
New's headlines : nieuws in het kort	319008096
News in a nutshell	270431837
Nieuw Amsterdamsch handels- en effectenblad	841479976
"Nieuw Guinea koerier : de groene : onafhankelĳk dagblad voor Ned. Nieuw 
Guinea"	852664273
Nieuw Guinea koerier : onafhankelĳk nieuwsblad voor Nederlands Nieuw Guinea	852664370
Nieuw Israelietisch weekblad	831178310
Nieuw Nederland	270431934
Nieuw Nederland : christelijk cultureel sociaal dagblad	831178493
Nieuw Nederland : maandblad voor economie, staatkunde en cultuur	83120740X
Nieuw Suriname : Surinaams nieuws- en advertentieblad	45112770
Nieuw advertentieblad	831957549
"Nieuw dagblad van 's-Gravenhage : staat en letterkundig nieuwsblad voor 
moederland Nederlandsch-Indië"	832469319
Nieuw geluid : ter bevordering der P.T.T. Eenheids- Vakorganisatie	116633719
Nieuw weekblad : Venloosche courant	58510680
Nieuwe Apeldoornsche courant	862876745
Nieuwe Apeldoornsche courant : dagblad voor Apeldoorn en de Veluwe	862875323
Nieuwe Brabantsche courant	833004263
Nieuwe Drentsche courant	832490245
Nieuwe Hoornsche courant	833004638
Nieuwe Rotterdamsche courant : staats-, handels-, nieuws- en advertentieblad	832495182
Nieuwe Surinaamsche courant	45113653;116452056
Nieuwe Surinaamsche courant en letterkundig dagblad	158746414
Nieuwe Tilburgsche Courant	83249531X
Nieuwe Tilburgsche courant: dagblad voor centraal Brabant : Tilburg dagblad	864098219
Nieuwe Veendammer courant	832495468
"Nieuwe Venlosche courant : voorheen Venloosch nieuwsblad - Venloosche 
courant"	832495530
Nieuwe Vlaardingsche courant	40140962;43392857;831445424;831445424
Nieuwe banen : orgaan voor vakbeweging, onderwĳs en jeugdopvoeding	270432051
Nieuwe geluiden : orgaan voor overheidspersoneel	270432213
Nieuwe landbouw-courant	84128802X
Nieuwe provinciale Groninger courant	833005049
Nieuws in een notedop	270509089
Nieuws uit Engeland : uitgave Het Parool	270509925
Nieuws uit Londen	270510184
Nieuws uit bevrĳd Nederland	270509178
Nieuws van (?) 1944	270510400
Nieuws van ...	277371864
Nieuws van alle fronten	270511989
Nieuws van de fronten	270512284;853143471
Nieuws van den dag	270511814
Nieuws van dezen dag	48256285
Nieuws van het Oostfront	270512993
Nieuws- en advertentie-blad voor de provincie Drenthe	833005707
Nieuws-bulletin	270760571;270760741
Nieuws-bulletin : dagelĳkse editie van Novum en Het Zondagsblad	270516751
Nieuws-bulletin : met het laatste nieuws van het Westfront	270760490
Nieuwsberichten	270513914;270514325
Nieuwsberichten uit Engeland : uitgave Het Parool	270509860
Nieuwsberichten van de B.B.C.	270514937
Nieuwsblad	270515127
"Nieuwsblad herrĳzend Nederland : tegen elke vorm van dictatuur, voor Oranje 
en democratie"	270515526
"Nieuwsblad ten behoeve van de lezers van Op wacht, voor God-Nederland-
Oranje"	270515895
Nieuwsblad van Friesland : Hepkema's courant	832005797
Nieuwsblad van Ons vrĳe Nederland	270516026
Nieuwsblad van het Noorden	833013246
Nieuwsblad van het Zuiden	832495751
Nieuwsblad van het Zuiden : dagblad met ochtend- en avond-editie	832495751;832495751
Nieuwsblad voor de Hoeksche Waard en Ijselmonde	39869865;408069988
Nieuwsblad, gewijd aan de belangen van de Hoeksche Waard en IJselmonde	40134164
"Nieuwsblad, gewijd aan de belangen van de Hoeksche Waard, IJselmonde, 
Kralingen & Vlaardingen"	831217839
Nieuwsbrief van Pieter 't Hoen	852136897
Nieuwsbrieven uit Engeland	270509631
Nieuwsbulletin	270507418;270760385;270766073;271345160;271345594;84329244X;851196241
Nieuwsbulletin / uitg. door Vrĳ Nederland	863737544
Nieuwsbulletin van herrĳzend Nederland	271347759
Nieuwsdienst	271347961
Nieuwstĳding	271348887
"Nijverheids-courant : weekblad voor landbouw, veeteelt, koophandel, zeevaart, 
visscherij, fabrijkwezen, kunsten, ambachten, volkshuishoudkunde, statistiek enz"	832503355
Noord-Brabander	833013661;833013661
Noordbrabantsch dagblad het huisgezin	192623834
"Noordelijk dagblad : gemeenschappelijke uitgave van de Provinciale Groninger 
courant, Nieuwe provinciale Groninger courant, Groninger dagblad, Nieuwsblad 
van het Noorden, en de Prov[inciale] Drentsche en Asser courant"	832495956
Noorderlicht	271349182
Noordhollandsche courant	832496146
Nouvelles de divers quartiers	48453927
Nouvelles extraordinaires de divers endroits	832502987;424119773
Nouvelles politiques, publiées à Leyde	832503118
Novum : voorlichtingsdienst	271349859
Nĳmeegsch dagblad	843375256
O.L.O.	271350288
OZO : Oranje zal overwinnen	843291680
Observator	271349913
Ochtendeditie	321072359
Officieele mededeelingen van den leider van het Nederlandsche Arbeidsfront	90917367
Om de opbouw van de arbeidersbeweging	319007944
Ommelander courant	833035991
Onder de loupe	26161570X
Onder ons	271350725
Ongetekende brieven aan onze oude strĳdmakkers	189052910
Ons Gemeenebest / [onder red. van P.J. Schmidt]	54623901
Ons Indië : officieel orgaan der Stichting Vereenigde Indië-Vrĳwilligers	162948670
Ons Noorden : dagblad voor de Noordelĳke provinciën	833036181
Ons Volk : den vaderlant ghetrouwe	37009184
Ons arsenaal	271352140
Ons dagelĳks nieuwsbulletin	271352272
Ons kompas	271352485
"Ons noodrantsoen : het laatste nieuws voor strĳdend Nederland: voor waarheid, 
vrĳheid en recht"	271352590
Ons ochtendblad	861286200
Ons oorlogskamp	271352655
Ons rĳk	271352744
Ons twaalfuurtje	271352779
Ons vaderland : het blad van en voor vrĳe Nederlanders	271352868
Ons verzet : ik val aan, volg mĳ! / N.V. V&W	266295746
Ons vrĳe Nederland	271448962
Ons vrĳe Nederland : voortzetting van Geïllustreerd Vrĳ Nederland	271449039
Onze courant	44619898
Onze standaard : Oranje-Trouw	271451696
Onze taak	271451785
Onze toekomst	331838419
Onze vrĳheid : onafhankelĳk vaderlands orgaan	271451947
Oorlogs-journaal	271452102
Op de een en dertig meter band	271452242
Op de keper	271452536
Op de korte golf	271452676
Op wacht : dagelĳks nieuws, verschĳnt in Rotterdam en omstreken	271453117
Op wacht : speciaal nieuwsbulletin voor Den Haag en omstreken	271453044
Op wacht : voor God-Nederland-Oranje	852803265
Op wacht in Amsterdam	841441707
Oprechte Bataafsche courant	832518956
Oprechte Haarlemsche courant	852487045
Oprechte Haarlemse courant	844103802
Oprechte Haerlemsche courant	841198969
Oprechte Nederlandsche courant	832519057
Oprechte nationaale courant / red. J.H. Redelinghuys	832518964
Opregte Groninger courant	83251912X
Opregte Haarlemsche Courant	844104698
Opregte Leydse courant	832519316
Opregte Steenwijker courant	420642331
Opregte nieuwe Groninger courant	832519375
Oranje	271453605
Oranje garde De Stem	271460164
Oranje koerier	271460776
Oranje post	271461489
Oranje ster	266290671
"Oranje-bode : verschĳnt wekelĳks kosteloos voor alle goede Nederlanders uit 
Apeldoorn en omgeving"	271453699
"Oranje-bode ter gelegenheid van de geboorte van H.K.H. prinses Margriet 
Francisca"	45138699
"Oranje-bulletin / uitgeg. door De Geus, Je Maintiendrai, Ons Volk, Op Wacht, 
Trouw, Het Parool, De Ploeg, Vrij Nederland, De Waarheid en de nieuwsorganen"	853240825
"Oranje-bulletin : gemeenschappelĳk orgaan van de samenwerkende organisaties 
en de illegale pers"	271459271
"Oranje-bulletin : met medewerking van De Geus, Ons Volk, Het Parool, Vrĳ 
Nederland, Je Maintiendrai, Voor God en den koning, De Waarheid, Trouw, Ons 
Vrĳe Nederland, De Nieuwsbode en Slaet op den trommele"	271454202
"Oranje-bulletin : nieuwe serie, verschĳnend door samenwerking van Het 
Baken, Je Maintiendrai, Het Parool, Trouw, Vrĳ Nederland, De Waarheid, en 
Weekoverzicht"	271459360
Oranje-bulletin : uitgave voor Leiden en omstreken	48139432
"Oranje-bulletin : uitgegeven door Ons Volk, De Geus, Christofoor, De Ploeg en 
De Toekomst"	271459417
Oranje-bulletin : uitgegeven door de gezamenlĳke illegale pers	271459778
Oranje-bulletin : uitgegeven door samenwerking van de ondergronds pers	271459662
Oranje-bulletin : verspreid door de alhier verschĳnende bladen	27145427X
Oranje-nummer	271461381
Oranje-vaan	271463015
"Oranjebode : uitgegeven door Ons Volk, Christofoor, De Geus, De Ploeg, De 
Toekomst"	47006269
Oranjekoerier	266283519
Oranjekrant : vivere militare est	841209472
Ordinaire Leydse courant	83128143X
Ordinaris dingsdaeghse courante	831281499
Ordinarisse middel-weeckse courante	831281375
Orli	319007723
Overdenkingen van een woestĳnbewoner	271463074
Overijsselsch dagblad	424119870
"Overtocht : communicatiemiddel voor kunst en wetenschap / onder redactie van 
Eric Volkertz, Rolf Manders en Willem Rueder"	860286371
Overzicht der nieuwsberichten	271454385
Overzicht voornaamste nieuws	271454458
Overĳsselsche courant	833042955
Ozo-bericht	271463244
Ozo-mededeelingen	271463325
Padangsch nieuws- en advertentie-blad	45146101
Pamplet	27146500X
Panorama : geïllustreerd weekblad in koperdiepdruk	251815102;831290048
Paraat	271465158;831290242
Paraat : weekblad voor de vakbeweging voor 's- Gravenhage en omstreken	853322562
Paraat : weekblad voor de vakbeweging voor Delft en omstreken	853322465
Parade der profeten : litterair tĳdschrift	851987265
Parool-nieuws	271483229
Parool-post	271483261
Parool-post : voorlichting en documentatie	23036571X;271483326
Peper en zout	27148005X
Persmededeelingen van Bureau Houtman	271480645
Podium : literair maandblad	840848900
Politieke brief	277370671
Post-tydingen uyt 's Graven-hage	831357134
Pravda	271545232
"Prinses Irene : nieuwsbulletin / de Vereenigde Biltsche illegale pers ; met 
medew. van Het Parool"	266287190
Pro patria	271546395;271546468
Provinciaal dagblad van Noord-Braband en 's Hertogenbossche stads-	833043838
Provinciale Drentsche en Asser courant	833050346;424119889
Provinciale Geldersche courant : Nĳmeegsche courant	86326011X
Provinciale Geldersche en Nijmeegsche courant	832564028
Provinciale Geldersche en Nĳmeegsche courant	832564028
Provinciale Noordbrabantsche en 's Hertogenbossche courant	833050672
"Provinciale Overĳsselsche en Zwolsche courant : staats-, handels-, nieuws- en 
advertentieblad"	833050788
Quo usque tandem : vrĳ blad tot weerlegging van de leugen	271547081
RK dagblad het huisgezin	842447512
ROBU	27155150X
Radio Londen : voor koningin en vaderland, waarheid en recht	271548177
Radio Londen meldt	266283128
Radio Londen meldt ons / Bĳkantoor Amsterdam	266291090
Radio Oranje	271549432
Radio Oranje : orgaan voor strĳdend Nederland : dagelĳksche editie	841439109
Radio-courant	271547472
Radio-expresse	271547618
Radio-nieuws	271548991
Radio-ochtendbulletin	271549084
Radio-vraagstukken	271549661
Radionieuws : in samenwerking met Het Parool	271548975
Radiopost	271549475
Radiosurrogaat	277371171
Rattenkruid	851590438
Recht door zee	271550112
Recht en vrĳheid	271549858
Recht und Freiheit	271550031
Recht voor allen	83138588X
Reformatie Stemmen	864625995
Residentie-blad	831455284
Revantire	271551054
Revolutionaire jeugd	271551313
Revolutionaire volks liga	271551372
Richtlĳnen voor de M-groep	277371430
Roland	271566213
Rondschrĳven	27156637X
Rondschrĳven van den Commandant der Oranjebrigade	271566450
Rood-wit-blauw	271566515;860321797
Rosendaalsche courant	833051792
Rotterdamsch nieuwsblad	832564818
Rotterdamsche courant	852536267;852536836
Rotterdamse courant	832564990;832564990
Réveil	271551151
Samarangsch advertentie-blad	44524358
Saturdagsche courant van nieuws, smaak en vernuft	44521537
Scheepvaart	853419345
Scheepvaart-index : gewijd aan de belangen van de Nederlandsche havens	116964839
Scheepvaartkroniek : weekblad voor scheepvaart, handel en industrie	116964812
"Scholing en strĳd : veertiendaags tĳdschrift gewĳd aan de vraagstukken van de 
arbeidersbeweging"	831466952
Schoonhovensche courant	271567376
"Semaphore : international review for literature and art = revue internationale de 
littérature et d'art = Internationaal tĳdschrift voor letteren en kunst"	865693579
Sibbe : maandblad van het Nederlandsch Verbond voor Sibbekunde	851030408
Signaal	862257417
Signalen der vrĳheid	271567775
Slaet op den trommele	832155667
Sociaal-democratische-uitgave	27156833X
Soerabaijasch handelsblad	44376952
Sol justitiae : het Utrechts studentenblad	271568437
Soldatenpost fuer Holland : Nachrichten herausgegeben von Vrĳ Nederland	271568488
"Solidariteit! : uitgave samenwerkende vrĳe ondergrondse groepen en 
hulporganisatie De Vonk"	271568518
Spartacus : actuele berichten : uitgave van de Communistenbond Spartacus	86374169X
"Spartacus : bulletin van de revolutionnair- socialistische arbeidersbeweging in 
Nederland / [Communistenbond Spartacus]"	271568615
"Spartacus : maandschrift voor de revolutionnair socialistische 
arbeidersbeweging / Communistenbond Spartacus"	238224538
Spartacus : orgaan van het derde front / [Marx- Lenin-Luxemburg-Front]	116372214
Spitfire	271568704
Sta pal	271568836
Staatkundig dagblad der monden van de Maas	833057847
Staatkundig dagblad van de Rhyn-monden	853480346
Staatkundig dagblad van de Zuiderzee	833058053
Staatkundig dagblad van de provincie Groningen	833057952
Steenbergsche Bus-courant	27156895X
Stemmen uit Londen	271578076
Stentor	03629487X
Storm : blad der Nederlandsche SS	841351376
Stormklok	271582324
Stormvogel	27158243X
Strĳd	271589329
"Strĳd : gemeenschappelĳk nieuwsbulletin van Je maintiendrai, De luistervink, 
Radio-Press, Trouw, Typhoon, De waarheid, Het parool en Zaans nieuws"	853473595
